time[d],date,hour,sub116 [mg/l],sub178 [mg/l]
301,1981-10-29,00:00:00.00,0.000383358,0.000710218
302,1981-10-30,00:00:00.00,0.00162517,0.00251426
303,1981-10-31,00:00:00.00,0.00690334,0.00687587
304,1981-11-01,00:00:00.00,0.00764572,0.00883189
305,1981-11-02,00:00:00.00,0.0152165,0.0154136
306,1981-11-03,00:00:00.00,0.02286,0.0231331
307,1981-11-04,00:00:00.00,0.0337878,0.0340738
308,1981-11-05,00:00:00.00,0.0487278,0.0489312
309,1981-11-06,00:00:00.00,0.00170668,0.00341725
310,1981-11-07,00:00:00.00,0.00165943,0.00326692
311,1981-11-08,00:00:00.00,0.0150136,0.0185569
312,1981-11-09,00:00:00.00,0.0207954,0.0258597
313,1981-11-10,00:00:00.00,0.0286816,0.0357943
314,1981-11-11,00:00:00.00,0.0380211,0.0475954
315,1981-11-12,00:00:00.00,0.0497568,0.0623791
316,1981-11-13,00:00:00.00,0.00121289,0.00244268
317,1981-11-14,00:00:00.00,0.00807079,0.0126276
318,1981-11-15,00:00:00.00,0.0165922,0.0228883
319,1981-11-16,00:00:00.00,0.0237329,0.0327987
320,1981-11-17,00:00:00.00,0.0334597,0.0462471
321,1981-11-18,00:00:00.00,0.0443806,0.0612151
322,1981-11-19,00:00:00.00,0.0527663,0.0727666
323,1981-11-20,00:00:00.00,0.0641257,0.0890405
324,1981-11-21,00:00:00.00,0.0916459,0.123106
325,1981-11-22,00:00:00.00,0.115245,0.153654
326,1981-11-23,00:00:00.00,0.143188,0.189148
327,1981-11-24,00:00:00.00,0.176467,0.230492
328,1981-11-25,00:00:00.00,0.215069,0.27721
329,1981-11-26,00:00:00.00,0.127724,0.187449
330,1981-11-27,00:00:00.00,0.00763536,0.0155472
331,1981-11-28,00:00:00.00,0.00738391,0.0145175
332,1981-11-29,00:00:00.00,0.0258759,0.0429808
333,1981-11-30,00:00:00.00,0.0246148,0.0420768
334,1981-12-01,00:00:00.00,0.0287104,0.04849
335,1981-12-02,00:00:00.00,0.0782748,0.106667
336,1981-12-03,00:00:00.00,0.100087,0.135315
337,1981-12-04,00:00:00.00,0.125925,0.168611
338,1981-12-05,00:00:00.00,0.156001,0.206523
339,1981-12-06,00:00:00.00,0.190386,0.248791
340,1981-12-07,00:00:00.00,0.228971,0.294908
341,1981-12-08,00:00:00.00,0.271439,0.344137
342,1981-12-09,00:00:00.00,0.317264,0.395543
343,1981-12-10,00:00:00.00,0.365718,0.448064
344,1981-12-11,00:00:00.00,0.415917,0.500592
345,1981-12-12,00:00:00.00,0.46688,0.552062
346,1981-12-13,00:00:00.00,0.517603,0.601532
347,1981-12-14,00:00:00.00,0.567131,0.648234
348,1981-12-15,00:00:00.00,0.614626,0.691605
349,1981-12-16,00:00:00.00,0.659411,0.731293
350,1981-12-17,00:00:00.00,0.700991,0.76714
351,1981-12-18,00:00:00.00,0.739061,0.799149
352,1981-12-19,00:00:00.00,0.773484,0.82745
353,1981-12-20,00:00:00.00,0.80427,0.852262
354,1981-12-21,00:00:00.00,0.831541,0.873861
355,1981-12-22,00:00:00.00,0.855502,0.89255
356,1981-12-23,00:00:00.00,0.876406,0.908641
357,1981-12-24,00:00:00.00,0.894536,0.922439
358,1981-12-25,00:00:00.00,0.912002,0.935662
359,1981-12-26,00:00:00.00,0.926758,0.946709
360,1981-12-27,00:00:00.00,0.93935,0.956062
361,1981-12-28,00:00:00.00,0.949354,0.963428
362,1981-12-29,00:00:00.00,0.958155,0.969881
363,1981-12-30,00:00:00.00,0.965392,0.975158
364,1981-12-31,00:00:00.00,0.972531,0.980368
365,1982-01-01,00:00:00.00,0.977106,0.983665
366,1982-01-02,00:00:00.00,0.981042,0.986497
367,1982-01-03,00:00:00.00,0.984141,0.988717
368,1982-01-04,00:00:00.00,0.987115,0.990854
369,1982-01-05,00:00:00.00,0.989352,0.992452
370,1982-01-06,00:00:00.00,0.991867,0.994263
371,1982-01-07,00:00:00.00,0.993577,0.995485
372,1982-01-08,00:00:00.00,0.99514,0.996603
373,1982-01-09,00:00:00.00,0.995947,0.997169
374,1982-01-10,00:00:00.00,0.996599,0.997625
375,1982-01-11,00:00:00.00,0.997152,0.998012
376,1982-01-12,00:00:00.00,0.997925,0.998563
377,1982-01-13,00:00:00.00,0.99848,0.998956
378,1982-01-14,00:00:00.00,0.998928,0.999271
379,1982-01-15,00:00:00.00,0.999318,0.999545
380,1982-01-16,00:00:00.00,0.999505,0.999673
381,1982-01-17,00:00:00.00,0.99961,0.999743
382,1982-01-18,00:00:00.00,0.999678,0.999788
383,1982-01-19,00:00:00.00,0.999747,0.999834
384,1982-01-20,00:00:00.00,0.999809,0.999876
385,1982-01-21,00:00:00.00,0.999908,0.999943
386,1982-01-22,00:00:00.00,0.999954,0.999972
387,1982-01-23,00:00:00.00,0.999974,0.999984
388,1982-01-24,00:00:00.00,0.999989,0.999993
389,1982-01-25,00:00:00.00,0.999999,0.999999
390,1982-01-26,00:00:00.00,1,1
391,1982-01-27,00:00:00.00,1,1
392,1982-01-28,00:00:00.00,1,1
393,1982-01-29,00:00:00.00,1,1
394,1982-01-30,00:00:00.00,1,1
395,1982-01-31,00:00:00.00,1,1
396,1982-02-01,00:00:00.00,1,1
397,1982-02-02,00:00:00.00,1,1
398,1982-02-03,00:00:00.00,1,1
399,1982-02-04,00:00:00.00,1,1
400,1982-02-05,00:00:00.00,1,1
401,1982-02-06,00:00:00.00,1,1
402,1982-02-07,00:00:00.00,1,1
403,1982-02-08,00:00:00.00,1,1
404,1982-02-09,00:00:00.00,1,1
405,1982-02-10,00:00:00.00,1,1
406,1982-02-11,00:00:00.00,1,1
407,1982-02-12,00:00:00.00,1,1
408,1982-02-13,00:00:00.00,1,1
409,1982-02-14,00:00:00.00,1,1
410,1982-02-15,00:00:00.00,1,1
411,1982-02-16,00:00:00.00,1,1
412,1982-02-17,00:00:00.00,1,1
413,1982-02-18,00:00:00.00,1,1
414,1982-02-19,00:00:00.00,1,1
415,1982-02-20,00:00:00.00,1,1
416,1982-02-21,00:00:00.00,1,1
417,1982-02-22,00:00:00.00,1,1
418,1982-02-23,00:00:00.00,1,1
419,1982-02-24,00:00:00.00,1,1
420,1982-02-25,00:00:00.00,1,1
421,1982-02-26,00:00:00.00,1,1
422,1982-02-27,00:00:00.00,1,1
423,1982-02-28,00:00:00.00,1,1
424,1982-03-01,00:00:00.00,1,1
425,1982-03-02,00:00:00.00,1,1
426,1982-03-03,00:00:00.00,1,1
427,1982-03-04,00:00:00.00,1,1
428,1982-03-05,00:00:00.00,1,1
429,1982-03-06,00:00:00.00,1,1
430,1982-03-07,00:00:00.00,1,1
431,1982-03-08,00:00:00.00,1,1
432,1982-03-09,00:00:00.00,1,1
433,1982-03-10,00:00:00.00,1,1
434,1982-03-11,00:00:00.00,1,1
435,1982-03-12,00:00:00.00,1,1
436,1982-03-13,00:00:00.00,1,1
437,1982-03-14,00:00:00.00,1,1
438,1982-03-15,00:00:00.00,1,1
439,1982-03-16,00:00:00.00,1,1
440,1982-03-17,00:00:00.00,0.350657,0.460088
441,1982-03-18,00:00:00.00,0.0129518,0.0241731
442,1982-03-19,00:00:00.00,0.0371459,0.0680202
443,1982-03-20,00:00:00.00,0.503919,0.550688
444,1982-03-21,00:00:00.00,0.567606,0.613275
445,1982-03-22,00:00:00.00,0.0239689,0.043932
446,1982-03-23,00:00:00.00,0.370899,0.420733
447,1982-03-24,00:00:00.00,0.438172,0.490504
448,1982-03-25,00:00:00.00,0.0191964,0.0349434
449,1982-03-26,00:00:00.00,0.244975,0.288368
450,1982-03-27,00:00:00.00,0.297631,0.346681
451,1982-03-28,00:00:00.00,0.354927,0.408512
452,1982-03-29,00:00:00.00,0.416714,0.473342
453,1982-03-30,00:00:00.00,0.258535,0.330367
454,1982-03-31,00:00:00.00,0.00569675,0.0102421
455,1982-04-01,00:00:00.00,0.00359473,0.00587592
456,1982-04-02,00:00:00.00,0.00831817,0.0120312
457,1982-04-03,00:00:00.00,0.0106132,0.0152836
458,1982-04-04,00:00:00.00,0.00875785,0.012984
459,1982-04-05,00:00:00.00,0.0256074,0.0331406
460,1982-04-06,00:00:00.00,0.0403884,0.0523085
461,1982-04-07,00:00:00.00,0.0603096,0.0778818
462,1982-04-08,00:00:00.00,0.0863649,0.110882
463,1982-04-09,00:00:00.00,0.119337,0.151915
464,1982-04-10,00:00:00.00,0.15919,0.200391
465,1982-04-11,00:00:00.00,0.118213,0.162873
466,1982-04-12,00:00:00.00,0.105825,0.151367
467,1982-04-13,00:00:00.00,0.239496,0.2901
468,1982-04-14,00:00:00.00,0.261352,0.319252
469,1982-04-15,00:00:00.00,0.168319,0.233037
470,1982-04-16,00:00:00.00,0.0360855,0.0566067
471,1982-04-17,00:00:00.00,0.0139808,0.0206845
472,1982-04-18,00:00:00.00,0.019745,0.0268025
473,1982-04-19,00:00:00.00,0.0541468,0.0656706
474,1982-04-20,00:00:00.00,0.0888347,0.107042
475,1982-04-21,00:00:00.00,0.128772,0.154317
476,1982-04-22,00:00:00.00,0.157305,0.191801
477,1982-04-23,00:00:00.00,0.199528,0.240922
478,1982-04-24,00:00:00.00,0.0282338,0.0400417
479,1982-04-25,00:00:00.00,0.0194138,0.0256114
480,1982-04-26,00:00:00.00,0.0138323,0.0175845
481,1982-04-27,00:00:00.00,0.0324166,0.0400635
482,1982-04-28,00:00:00.00,0.0687177,0.0827833
483,1982-04-29,00:00:00.00,0.0640126,0.0801686
484,1982-04-30,00:00:00.00,0.038782,0.0488511
485,1982-05-01,00:00:00.00,0.0300854,0.0368372
486,1982-05-02,00:00:00.00,0.0316701,0.0381352
487,1982-05-03,00:00:00.00,0.04484,0.053503
488,1982-05-04,00:00:00.00,0.0427938,0.051668
489,1982-05-05,00:00:00.00,0.106079,0.130138
490,1982-05-06,00:00:00.00,0.179987,0.208492
491,1982-05-07,00:00:00.00,0.239333,0.273693
492,1982-05-08,00:00:00.00,0.357715,0.393061
493,1982-05-09,00:00:00.00,0.459625,0.498184
494,1982-05-10,00:00:00.00,0.551464,0.588996
495,1982-05-11,00:00:00.00,0.290438,0.341324
496,1982-05-12,00:00:00.00,0.369045,0.412853
497,1982-05-13,00:00:00.00,0.567963,0.590848
498,1982-05-14,00:00:00.00,0.640258,0.662647
499,1982-05-15,00:00:00.00,0.702728,0.723141
500,1982-05-16,00:00:00.00,0.764069,0.783235
501,1982-05-17,00:00:00.00,0.603995,0.645431
502,1982-05-18,00:00:00.00,0.403268,0.464964
503,1982-05-19,00:00:00.00,0.647086,0.671554
504,1982-05-20,00:00:00.00,0.645215,0.677255
505,1982-05-21,00:00:00.00,0.781203,0.790184
506,1982-05-22,00:00:00.00,0.860574,0.867183
507,1982-05-23,00:00:00.00,0.907288,0.913891
508,1982-05-24,00:00:00.00,0.944967,0.950972
509,1982-05-25,00:00:00.00,0.972068,0.976909
510,1982-05-26,00:00:00.00,0.9892,0.99242
511,1982-05-27,00:00:00.00,0.997112,0.998655
512,1982-05-28,00:00:00.00,0.99922,0.999968
513,1982-05-29,00:00:00.00,0.999572,1
514,1982-05-30,00:00:00.00,0.9998,1
515,1982-05-31,00:00:00.00,0.99992,1
516,1982-06-01,00:00:00.00,0.999957,1
517,1982-06-02,00:00:00.00,0.999995,1
518,1982-06-03,00:00:00.00,1,1
519,1982-06-04,00:00:00.00,1,1
520,1982-06-05,00:00:00.00,1,1
521,1982-06-06,00:00:00.00,1,1
522,1982-06-07,00:00:00.00,1,1
523,1982-06-08,00:00:00.00,1,1
524,1982-06-09,00:00:00.00,1,1
525,1982-06-10,00:00:00.00,1,1
526,1982-06-11,00:00:00.00,1,1
527,1982-06-12,00:00:00.00,1,1
528,1982-06-13,00:00:00.00,1,1
529,1982-06-14,00:00:00.00,1,1
530,1982-06-15,00:00:00.00,1,1
531,1982-06-16,00:00:00.00,1,1
532,1982-06-17,00:00:00.00,1,1
533,1982-06-18,00:00:00.00,1,1
534,1982-06-19,00:00:00.00,1,1
535,1982-06-20,00:00:00.00,1,1
536,1982-06-21,00:00:00.00,1,1
537,1982-06-22,00:00:00.00,1,1
538,1982-06-23,00:00:00.00,1,1
539,1982-06-24,00:00:00.00,1,1
540,1982-06-25,00:00:00.00,1,1
541,1982-06-26,00:00:00.00,1,1
542,1982-06-27,00:00:00.00,1,1
543,1982-06-28,00:00:00.00,1,1
544,1982-06-29,00:00:00.00,1,1
545,1982-06-30,00:00:00.00,1,1
546,1982-07-01,00:00:00.00,1,1
547,1982-07-02,00:00:00.00,1,1
548,1982-07-03,00:00:00.00,1,1
549,1982-07-04,00:00:00.00,1,1
550,1982-07-05,00:00:00.00,1,1
551,1982-07-06,00:00:00.00,1,1
552,1982-07-07,00:00:00.00,1,1
553,1982-07-08,00:00:00.00,1,1
554,1982-07-09,00:00:00.00,1,1
555,1982-07-10,00:00:00.00,1,1
556,1982-07-11,00:00:00.00,1,1
557,1982-07-12,00:00:00.00,1,1
558,1982-07-13,00:00:00.00,0.188633,0.209052
559,1982-07-14,00:00:00.00,0.454634,0.486996
560,1982-07-15,00:00:00.00,1,1
561,1982-07-16,00:00:00.00,1,1
562,1982-07-17,00:00:00.00,0.294335,0.321896
563,1982-07-18,00:00:00.00,0.0644546,0.0725415
564,1982-07-19,00:00:00.00,1,1
565,1982-07-20,00:00:00.00,1,1
566,1982-07-21,00:00:00.00,1,1
567,1982-07-22,00:00:00.00,1,1
568,1982-07-23,00:00:00.00,1,1
