 model_time, W_Stem_sub_sim_0116, W_Stem_sub_obs_0116, W_Stem_sub_sim_0178, W_Stem_sub_obs_0178,
    7269,  36045.04,            , 190251.00,            ,
    7270,  36024.20,            , 190242.84,            ,
    7271,  36003.37,            , 190234.70,            ,
    7272,  35982.55,            , 190226.55,            ,
    7273,  35961.75,            , 190218.39,            ,
    7274,  35940.97,            , 190210.25,            ,
    7275,  35940.97,            , 190210.25,            ,
    7276,  35940.97,            , 190210.25,            ,
    7277,  35940.97,            , 190210.25,            ,
    7278,  35940.97,            , 190210.25,            ,
    7279,  35940.97,            , 190210.25,            ,
    7280,  35940.97,            , 190210.25,            ,
    7281,  35940.97,            , 190210.25,            ,
    7282,  35940.97,            , 190210.25,            ,
    7283,  35940.97,            , 190210.25,            ,
    7284,  35940.97,            , 190210.25,            ,
    7285,  35940.97,            , 190210.25,            ,
    7286,  35940.97,            , 190210.25,            ,
    7287,  35940.97,            , 190210.25,            ,
    7288,  35940.97,            , 190210.25,            ,
    7289,  35940.97,            , 190210.25,            ,
    7290,  35940.97,            , 190210.25,            ,
    7291,  35940.97,            , 190210.25,            ,
    7292,  35940.97,            , 190210.25,            ,
    7293,  35940.97,            , 190210.25,            ,
    7294,  35940.97,            , 190210.25,            ,
    7295,  35940.97,            , 190210.25,            ,
    7296,  35940.97,            , 190210.25,            ,
    7297,  35940.97,            , 190210.25,            ,
    7298,  35940.97,            , 190210.25,            ,
    7299,  35940.97,            , 190210.25,            ,
    7300,  35940.97,            , 190210.25,            ,
    7301,  35940.97,            , 190210.25,            ,
    7302,  35940.97,            , 190210.25,            ,
    7303,  35940.97,            , 190210.25,            ,
    7304,  35940.97,            , 190210.25,            ,
    7305,  35940.97,            , 190210.25,            ,
    7306,  35940.97,            , 190210.25,            ,
    7307,  35940.97,            , 190210.25,            ,
    7308,  35940.97,            , 190210.25,            ,
    7309,  35940.97,            , 190210.25,            ,
    7310,  35940.97,            , 190210.25,            ,
    7311,  35940.97,            , 190210.25,            ,
    7312,  35940.97,            , 190210.25,            ,
    7313,  35940.97,            , 190210.25,            ,
    7314,  35940.97,            , 190210.25,            ,
    7315,  35940.97,            , 190210.25,            ,
    7316,  35940.97,            , 190210.25,            ,
    7317,  35940.97,            , 190210.25,            ,
    7318,  35940.97,            , 190210.25,            ,
    7319,  35940.97,            , 190210.25,            ,
    7320,  35940.97,            , 190210.25,            ,
    7321,  35940.97,            , 190210.25,            ,
    7322,  35940.97,            , 190210.25,            ,
    7323,  35940.97,            , 190210.25,            ,
    7324,  35940.97,            , 190210.25,            ,
    7325,  35940.97,            , 190210.25,            ,
    7326,  35940.97,            , 190210.25,            ,
    7327,  35940.97,            , 190210.25,            ,
    7328,  35940.97,            , 190210.25,            ,
    7329,  35940.97,            , 190210.25,            ,
    7330,  35940.97,            , 190210.25,            ,
    7331,  35940.97,            , 190210.25,            ,
    7332,  35940.97,            , 190210.25,            ,
    7333,  35940.97,            , 190210.25,            ,
    7334,  35940.97,            , 190210.25,            ,
    7335,  35940.97,            , 190210.25,            ,
    7336,  35920.20,            , 190202.09,            ,
    7337,  35899.55,            , 190193.94,            ,
    7338,  35878.91,            , 190185.80,            ,
    7339,  35858.29,            , 190177.64,            ,
    7340,  35837.68,            , 190169.48,            ,
    7341,  35817.09,            , 190161.34,            ,
    7342,  35796.50,            , 190153.19,            ,
    7343,  35775.93,            , 190145.03,            ,
    7344,  35755.38,            , 190136.89,            ,
    7345,  35734.84,            , 190128.73,            ,
    7346,  35714.31,            , 190120.58,            ,
    7347,  35693.80,            , 190112.44,            ,
    7348,  35673.29,            , 190104.28,            ,
    7349,  35652.81,            , 190096.12,            ,
    7350,  35632.33,            , 190087.98,            ,
    7351,  35611.87,            , 190079.83,            ,
    7352,  35591.43,            , 190071.67,            ,
    7353,  35570.99,            , 190063.53,            ,
    7354,  35550.57,            , 190055.38,            ,
    7355,  35530.16,            , 190047.22,            ,
    7356,  35509.77,            , 190039.08,            ,
    7357,  35489.39,            , 190030.92,            ,
    7358,  35469.03,            , 190022.77,            ,
    7359,  35448.68,            , 190014.62,            ,
    7360,  35428.33,            , 190006.47,            ,
    7361,  35408.01,            , 189998.33,            ,
    7362,  35387.70,            , 189990.19,            ,
    7363,  35367.40,            , 189982.03,            ,
    7364,  35347.11,            , 189973.89,            ,
    7365,  35326.84,            , 189965.77,            ,
    7366,  35306.57,            , 189957.61,            ,
    7367,  35286.33,            , 189949.47,            ,
    7368,  35266.09,            , 189941.34,            ,
    7369,  35245.88,            , 189933.19,            ,
    7370,  35225.67,            , 189925.05,            ,
    7371,  35205.48,            , 189916.92,            ,
    7372,  35185.30,            , 189908.77,            ,
    7373,  35165.12,            , 189900.62,            ,
    7374,  35144.97,            , 189892.50,            ,
    7375,  35124.83,            , 189884.36,            ,
    7376,  35104.71,            , 189876.22,            ,
    7377,  35084.59,            , 189868.09,            ,
    7378,  35064.49,            , 189859.95,            ,
    7379,  35044.40,            , 189851.81,            ,
    7380,  35024.33,            , 189843.69,            ,
    7381,  35004.27,            , 189835.55,            ,
    7382,  34984.21,            , 189827.41,            ,
    7383,  34964.18,            , 189819.28,            ,
    7384,  34944.16,            , 189811.14,            ,
    7385,  34924.15,            , 189803.00,            ,
    7386,  34904.16,            , 189794.88,            ,
    7387,  34884.17,            , 189786.73,            ,
    7388,  34864.20,            , 189778.59,            ,
    7389,  34844.25,            , 189770.47,            ,
    7390,  34824.30,            , 189762.33,            ,
    7391,  34804.37,            , 189754.19,            ,
    7392,  34784.45,            , 189746.06,            ,
    7393,  34764.55,            , 189737.92,            ,
    7394,  34744.65,            , 189729.78,            ,
    7395,  34724.78,            , 189721.66,            ,
    7396,  34704.91,            , 189713.52,            ,
    7397,  34685.05,            , 189705.38,            ,
    7398,  34665.22,            , 189697.25,            ,
    7399,  34645.39,            , 189689.11,            ,
    7400,  34625.57,            , 189680.97,            ,
    7401,  34605.77,            , 189672.84,            ,
    7402,  34585.98,            , 189664.70,            ,
    7403,  34566.21,            , 189656.56,            ,
    7404,  34546.45,            , 189648.44,            ,
    7405,  34526.70,            , 189640.31,            ,
    7406,  34506.96,            , 189632.17,            ,
    7407,  34487.23,            , 189624.05,            ,
    7408,  34467.52,            , 189615.91,            ,
    7409,  34447.82,            , 189607.78,            ,
    7410,  34428.14,            , 189599.66,            ,
    7411,  34408.46,            , 189591.53,            ,
    7412,  34388.80,            , 189583.41,            ,
    7413,  34369.16,            , 189575.28,            ,
    7414,  34349.52,            , 189567.16,            ,
    7415,  34329.90,            , 189559.03,            ,
    7416,  34310.29,            , 189550.91,            ,
    7417,  34290.70,            , 189542.78,            ,
    7418,  34271.11,            , 189534.67,            ,
    7419,  34251.54,            , 189526.55,            ,
    7420,  34231.98,            , 189518.42,            ,
    7421,  34212.44,            , 189510.31,            ,
    7422,  34192.91,            , 189502.19,            ,
    7423,  34173.39,            , 189494.06,            ,
    7424,  34153.88,            , 189485.95,            ,
    7425,  34134.39,            , 189477.83,            ,
    7426,  34114.91,            , 189469.70,            ,
    7427,  34095.43,            , 189461.59,            ,
    7428,  34075.98,            , 189453.47,            ,
    7429,  34056.54,            , 189445.34,            ,
    7430,  34037.10,            , 189437.23,            ,
    7431,  34017.68,            , 189429.11,            ,
    7432,  33998.28,            , 189420.98,            ,
    7433,  33978.88,            , 189412.88,            ,
    7434,  33959.50,            , 189404.75,            ,
    7435,  33940.13,            , 189396.62,            ,
    7436,  33920.77,            , 189388.52,            ,
    7437,  33901.43,            , 189380.39,            ,
    7438,  33882.10,            , 189372.27,            ,
    7439,  33862.79,            , 189364.16,            ,
    7440,  33845.97,            , 189356.03,            ,
    7441,  33829.45,            , 189347.91,            ,
    7442,  33813.55,            , 189339.80,            ,
    7443,  33817.50,            , 189331.67,            ,
    7444,  33839.98,            , 189323.55,            ,
    7445,  33870.60,            , 189315.44,            ,
    7446,  33890.16,            , 189307.31,            ,
    7447,  33904.21,            , 189299.19,            ,
    7448,  33917.67,            , 189291.08,            ,
    7449,  33956.55,            , 189282.95,            ,
    7450,  33975.32,            , 189274.84,            ,
    7451,  33991.38,            , 189266.72,            ,
    7452,  34022.49,            , 189258.61,            ,
    7453,  34059.84,            , 189250.50,            ,
    7454,  34069.12,            , 189242.39,            ,
    7455,  34081.06,            , 189234.28,            ,
    7456,  34148.52,            , 189226.17,            ,
    7457,  34136.04,            , 189218.06,            ,
    7458,  34120.70,            , 189209.95,            ,
    7459,  34102.52,            , 189201.84,            ,
    7460,  34122.20,            , 189193.73,            ,
    7461,  34180.97,            , 189185.62,            ,
    7462,  34295.59,            , 189190.27,            ,
    7463,  34412.08,            , 189199.14,            ,
    7464,  34536.31,            , 189215.00,            ,
    7465,  34607.10,            , 189227.28,            ,
    7466,  34666.53,            , 189242.97,            ,
    7467,  34710.93,            , 189257.53,            ,
    7468,  34787.49,            , 189289.98,            ,
    7469,  34846.22,            , 189311.62,            ,
    7470,  34852.70,            , 189319.38,            ,
    7471,  34877.26,            , 189332.52,            ,
    7472,  34965.68,            , 189379.00,            ,
    7473,  35092.30,            , 189433.88,            ,
    7474,  35118.57,            , 189448.06,            ,
    7475,  35146.45,            , 189466.58,            ,
    7476,  35265.23,            , 189520.50,            ,
    7477,  35326.28,            , 189554.42,            ,
    7478,  35388.86,            , 189598.84,            ,
    7479,  35468.02,            , 189654.67,            ,
    7480,  35575.18,            , 189710.17,            ,
    7481,  35652.06,            , 189756.06,            ,
    7482,  35706.38,            , 189795.83,            ,
    7483,  35746.01,            , 189824.47,            ,
    7484,  35777.18,            , 189854.89,            ,
    7485,  35798.20,            , 189879.45,            ,
    7486,  35854.97,            , 189929.55,            ,
    7487,  35899.41,            , 189978.39,            ,
    7488,  35939.75,            , 190019.70,            ,
    7489,  35957.02,            , 190039.33,            ,
    7490,  35978.86,            , 190062.47,            ,
    7491,  36017.88,            , 190119.48,            ,
    7492,  36083.00,            , 190169.52,            ,
    7493,  36115.25,            , 190201.00,            ,
    7494,  36143.92,            , 190228.11,            ,
    7495,  36191.43,            , 190269.19,            ,
    7496,  36264.02,            , 190324.83,            ,
    7497,  36331.43,            , 190379.75,            ,
    7498,  36401.05,            , 190435.34,            ,
    7499,  36462.01,            , 190482.03,            ,
    7500,  36515.55,            , 190526.64,            ,
    7501,  36537.20,            , 190547.61,            ,
    7502,  36537.24,            , 190557.20,            ,
    7503,  36535.97,            , 190565.47,            ,
    7504,  36564.97,            , 190594.16,            ,
    7505,  36571.99,            , 190607.20,            ,
    7506,  36573.55,            , 190620.50,            ,
    7507,  36611.62,            , 190663.92,            ,
    7508,  36625.38,            , 190684.03,            ,
    7509,  36649.55,            , 190714.16,            ,
    7510,  36689.85,            , 190748.16,            ,
    7511,  36760.74,            , 190799.44,            ,
    7512,  36807.66,            , 190833.55,            ,
    7513,  36868.70,            , 190878.91,            ,
    7514,  36892.56,            , 190899.56,            ,
    7515,  36913.80,            , 190925.16,            ,
    7516,  36919.10,            , 190936.34,            ,
    7517,  36930.15,            , 190954.38,            ,
    7518,  36927.47,            , 190964.05,            ,
    7519,  36926.44,            , 190974.53,            ,
    7520,  36965.02,            , 191012.45,            ,
    7521,  36985.66,            , 191037.27,            ,
    7522,  36992.94,            , 191054.69,            ,
    7523,  37002.66,            , 191079.28,            ,
    7524,  37003.09,            , 191091.78,            ,
    7525,  37013.32,            , 191111.75,            ,
    7526,  37033.12,            , 191146.62,            ,
    7527,  37093.30,            , 191193.09,            ,
    7528,  37132.39,            , 191225.06,            ,
    7529,  37160.51,            , 191251.98,            ,
    7530,  37178.54,            , 191269.89,            ,
    7531,  37215.34,            , 191301.17,            ,
    7532,  37236.50,            , 191324.95,            ,
    7533,  37232.87,            , 191332.75,            ,
    7534,  37230.23,            , 191340.58,            ,
    7535,  37262.52,            , 191379.16,            ,
    7536,  37332.58,            , 191430.14,            ,
    7537,  37403.70,            , 191493.31,            ,
    7538,  37501.07,            , 191569.44,            ,
    7539,  37503.65,            , 191581.23,            ,
    7540,  37509.33,            , 191595.17,            ,
    7541,  37613.41,            , 191686.17,            ,
    7542,  37634.61,            , 191713.31,            ,
    7543,  37655.76,            , 191744.47,            ,
    7544,  37699.10,            , 191792.09,            ,
    7545,  37736.25,            , 191825.09,            ,
    7546,  37822.89,            , 191896.05,            ,
    7547,  37844.36,            , 191924.23,            ,
    7548,  37876.89,            , 191959.61,            ,
    7549,  37905.65,            , 191995.73,            ,
    7550,  37929.39,            , 192026.94,            ,
    7551,  37948.13,            , 192055.78,            ,
    7552,  38024.24,            , 192125.47,            ,
    7553,  38096.47,            , 192211.28,            ,
    7554,  38151.62,            , 192254.17,            ,
    7555,  38134.94,            , 192250.31,            ,
    7556,  38117.81,            , 192246.56,            ,
    7557,  38118.25,            , 192258.73,            ,
    7558,  38133.07,            , 192282.59,            ,
    7559,  38200.31,            , 192354.86,            ,
    7560,  38224.14,            , 192388.05,            ,
    7561,  38215.77,            , 192412.52,            ,
    7562,  38228.35,            , 192459.06,            ,
    7563,  38265.24,            , 192521.48,            ,
    7564,  38326.69,            , 192584.41,            ,
    7565,  38323.56,            , 192592.50,            ,
    7566,  38321.09,            , 192600.92,            ,
    7567,  38323.06,            , 192614.41,            ,
    7568,  38325.63,            , 192628.69,            ,
    7569,  38326.95,            , 192642.64,            ,
    7570,  38330.28,            , 192657.22,            ,
    7571,  38314.42,            , 192657.98,            ,
    7572,  38292.79,            , 192652.98,            ,
    7573,  38271.18,            , 192644.73,            ,
    7574,  38249.57,            , 192644.91,            ,
    7575,  38239.63,            , 192660.05,            ,
    7576,  38268.52,            , 192711.59,            ,
    7577,  38326.49,            , 192769.09,            ,
    7578,  38363.54,            , 192810.64,            ,
    7579,  38404.72,            , 192859.72,            ,
    7580,  38440.82,            , 192904.50,            ,
    7581,  38428.80,            , 192906.00,            ,
    7582,  38414.91,            , 192906.94,            ,
    7583,  38393.23,            , 192923.16,            ,
    7584,  38371.58,            , 192914.89,            ,
    7585,  38349.94,            , 192906.61,            ,
    7586,  38328.31,            , 192898.34,            ,
    7587,  38316.09,            , 192902.58,            ,
    7588,  38297.79,            , 192897.59,            ,
    7589,  38279.71,            , 192892.61,            ,
    7590,  38266.05,            , 192897.00,            ,
    7591,  38248.09,            , 192894.16,            ,
    7592,  38232.52,            , 192892.36,            ,
    7593,  38210.96,            , 192888.69,            ,
    7594,  38189.43,            , 192880.42,            ,
    7595,  38167.91,            , 192872.14,            ,
    7596,  38146.39,            , 192863.88,            ,
    7597,  38124.89,            , 192864.62,            ,
    7598,  38111.71,            , 192876.33,            ,
    7599,  38090.23,            , 192880.14,            ,
    7600,  38068.77,            , 192874.12,            ,
    7601,  38047.32,            , 192867.73,            ,
    7602,  38027.53,            , 192862.33,            ,
    7603,  38006.11,            , 192854.08,            ,
    7604,  37984.70,            , 192845.80,            ,
    7605,  37963.31,            , 192837.53,            ,
    7606,  37941.93,            , 192829.28,            ,
    7607,  37920.56,            , 192824.50,            ,
    7608,  37899.21,            , 192816.25,            ,
    7609,  37877.87,            , 192807.97,            ,
    7610,  37857.18,            , 192800.64,            ,
    7611,  37836.85,            , 192794.14,            ,
    7612,  37815.55,            , 192785.89,            ,
    7613,  37794.27,            , 192777.64,            ,
    7614,  37772.99,            , 192769.36,            ,
    7615,  37751.73,            , 192764.36,            ,
    7616,  37730.48,            , 192758.91,            ,
    7617,  37709.25,            , 192750.66,            ,
    7618,  37688.03,            , 192742.39,            ,
    7619,  37666.83,            , 192734.12,            ,
    7620,  37645.63,            , 192725.88,            ,
    7621,  37624.45,            , 192717.61,            ,
    7622,  37603.29,            , 192709.41,            ,
    7623,  37582.14,            , 192702.05,            ,
    7624,  37561.71,            , 192695.17,            ,
    7625,  37540.59,            , 192686.91,            ,
    7626,  37519.48,            , 192678.66,            ,
    7627,  37498.88,            , 192671.78,            ,
    7628,  37477.79,            , 192663.53,            ,
    7629,  37456.72,            , 192655.25,            ,
    7630,  37435.66,            , 192647.00,            ,
    7631,  37414.61,            , 192638.75,            ,
    7632,  37393.58,            , 192631.45,            ,
    7633,  37373.40,            , 192625.34,            ,
    7634,  37352.68,            , 192617.77,            ,
    7635,  37331.68,            , 192609.48,            ,
    7636,  37310.70,            , 192601.23,            ,
    7637,  37289.73,            , 192592.98,            ,
    7638,  37268.78,            , 192584.72,            ,
    7639,  37247.84,            , 192576.47,            ,
    7640,  37226.91,            , 192568.22,            ,
    7641,  37226.91,            , 192568.22,            ,
    7642,  37226.91,            , 192568.22,            ,
    7643,  37226.91,            , 192568.22,            ,
    7644,  37226.91,            , 192568.22,            ,
    7645,  37226.91,            , 192568.22,            ,
    7646,  37226.91,            , 192568.22,            ,
    7647,  37226.91,            , 192568.22,            ,
    7648,  37226.91,            , 192568.22,            ,
    7649,  37226.91,            , 192568.22,            ,
    7650,  37226.91,            , 192568.22,            ,
    7651,  37226.91,            , 192568.22,            ,
    7652,  37226.91,            , 192568.22,            ,
    7653,  37226.91,            , 192568.22,            ,
    7654,  37226.91,            , 192568.22,            ,
    7655,  37226.91,            , 192568.22,            ,
    7656,  37226.91,            , 192568.22,            ,
    7657,  37226.91,            , 192568.22,            ,
    7658,  37226.91,            , 192568.22,            ,
    7659,  37226.91,            , 192568.22,            ,
    7660,  37226.91,            , 192568.22,            ,
    7661,  37226.91,            , 192568.22,            ,
    7662,  37226.91,            , 192568.22,            ,
    7663,  37226.91,            , 192568.22,            ,
    7664,  37226.91,            , 192568.22,            ,
    7665,  37226.91,            , 192568.22,            ,
    7666,  37226.91,            , 192568.22,            ,
    7667,  37226.91,            , 192568.22,            ,
    7668,  37226.91,            , 192568.22,            ,
    7669,  37226.91,            , 192568.22,            ,
    7670,  37226.91,            , 192568.22,            ,
    7671,  37226.91,            , 192568.22,            ,
    7672,  37226.91,            , 192568.22,            ,
    7673,  37226.91,            , 192568.22,            ,
    7674,  37226.91,            , 192568.22,            ,
    7675,  37226.91,            , 192568.22,            ,
    7676,  37226.91,            , 192568.22,            ,
    7677,  37226.91,            , 192568.22,            ,
    7678,  37226.91,            , 192568.22,            ,
    7679,  37226.91,            , 192568.22,            ,
    7680,  37226.91,            , 192568.22,            ,
    7681,  37226.91,            , 192568.22,            ,
    7682,  37226.91,            , 192568.22,            ,
    7683,  37226.91,            , 192568.22,            ,
    7684,  37226.91,            , 192568.22,            ,
    7685,  37226.91,            , 192568.22,            ,
    7686,  37226.91,            , 192568.22,            ,
    7687,  37226.91,            , 192568.22,            ,
    7688,  37226.91,            , 192568.22,            ,
    7689,  37226.91,            , 192568.22,            ,
    7690,  37226.91,            , 192568.22,            ,
    7691,  37226.91,            , 192568.22,            ,
    7692,  37226.91,            , 192568.22,            ,
    7693,  37226.91,            , 192568.22,            ,
    7694,  37226.91,            , 192568.22,            ,
    7695,  37226.91,            , 192568.22,            ,
    7696,  37226.91,            , 192568.22,            ,
    7697,  37226.91,            , 192568.22,            ,
    7698,  37226.91,            , 192568.22,            ,
    7699,  37226.91,            , 192568.22,            ,
    7700,  37226.91,            , 192568.22,            ,
    7701,  37226.91,            , 192568.22,            ,
    7702,  37206.00,            , 192559.95,            ,
    7703,  37185.18,            , 192551.70,            ,
    7704,  37164.38,            , 192543.45,            ,
    7705,  37143.59,            , 192535.19,            ,
    7706,  37122.80,            , 192526.94,            ,
    7707,  37102.04,            , 192518.69,            ,
    7708,  37081.29,            , 192510.42,            ,
    7709,  37060.55,            , 192502.17,            ,
    7710,  37039.82,            , 192493.92,            ,
    7711,  37019.11,            , 192485.66,            ,
    7712,  36998.41,            , 192477.41,            ,
    7713,  36977.73,            , 192469.16,            ,
    7714,  36957.05,            , 192460.91,            ,
    7715,  36936.39,            , 192452.67,            ,
    7716,  36915.74,            , 192444.42,            ,
    7717,  36895.11,            , 192436.17,            ,
    7718,  36874.48,            , 192427.94,            ,
    7719,  36853.88,            , 192419.69,            ,
    7720,  36833.28,            , 192411.44,            ,
    7721,  36812.70,            , 192403.20,            ,
    7722,  36792.12,            , 192394.95,            ,
    7723,  36771.56,            , 192386.70,            ,
    7724,  36751.02,            , 192378.47,            ,
    7725,  36730.48,            , 192370.22,            ,
    7726,  36709.96,            , 192361.97,            ,
    7727,  36689.46,            , 192353.73,            ,
    7728,  36668.96,            , 192345.48,            ,
    7729,  36648.48,            , 192337.23,            ,
    7730,  36628.02,            , 192329.00,            ,
    7731,  36607.56,            , 192320.75,            ,
    7732,  36587.12,            , 192312.50,            ,
    7733,  36566.69,            , 192304.27,            ,
    7734,  36546.27,            , 192296.02,            ,
    7735,  36525.87,            , 192287.77,            ,
    7736,  36505.47,            , 192279.53,            ,
    7737,  36485.09,            , 192271.28,            ,
    7738,  36464.73,            , 192263.03,            ,
    7739,  36444.37,            , 192254.80,            ,
    7740,  36424.03,            , 192246.55,            ,
    7741,  36403.70,            , 192238.30,            ,
    7742,  36383.38,            , 192230.06,            ,
    7743,  36363.08,            , 192221.83,            ,
    7744,  36342.79,            , 192213.58,            ,
    7745,  36322.51,            , 192205.34,            ,
    7746,  36302.25,            , 192197.11,            ,
    7747,  36281.99,            , 192188.86,            ,
    7748,  36261.75,            , 192180.62,            ,
    7749,  36241.52,            , 192172.39,            ,
    7750,  36221.31,            , 192164.14,            ,
    7751,  36201.11,            , 192155.91,            ,
    7752,  36180.92,            , 192147.67,            ,
    7753,  36160.74,            , 192139.42,            ,
    7754,  36140.57,            , 192131.19,            ,
    7755,  36120.42,            , 192122.95,            ,
    7756,  36100.28,            , 192114.70,            ,
    7757,  36080.16,            , 192106.47,            ,
    7758,  36060.04,            , 192098.23,            ,
    7759,  36039.94,            , 192090.00,            ,
    7760,  36019.85,            , 192081.78,            ,
    7761,  35999.77,            , 192073.55,            ,
    7762,  35979.70,            , 192065.31,            ,
    7763,  35959.65,            , 192057.09,            ,
    7764,  35939.61,            , 192048.86,            ,
    7765,  35919.59,            , 192040.62,            ,
    7766,  35899.57,            , 192032.41,            ,
    7767,  35879.57,            , 192024.17,            ,
    7768,  35859.57,            , 192015.94,            ,
    7769,  35839.60,            , 192007.72,            ,
    7770,  35819.63,            , 191999.48,            ,
    7771,  35799.68,            , 191991.25,            ,
    7772,  35779.74,            , 191983.03,            ,
    7773,  35759.80,            , 191974.80,            ,
    7774,  35739.89,            , 191966.56,            ,
    7775,  35719.99,            , 191958.34,            ,
    7776,  35700.10,            , 191950.11,            ,
    7777,  35680.22,            , 191941.88,            ,
    7778,  35660.35,            , 191933.66,            ,
    7779,  35640.50,            , 191925.42,            ,
    7780,  35620.65,            , 191917.19,            ,
    7781,  35600.82,            , 191908.97,            ,
    7782,  35581.01,            , 191900.73,            ,
    7783,  35561.20,            , 191892.50,            ,
    7784,  35541.41,            , 191884.28,            ,
    7785,  35521.62,            , 191876.05,            ,
    7786,  35501.86,            , 191867.81,            ,
    7787,  35482.10,            , 191859.59,            ,
    7788,  35462.36,            , 191851.38,            ,
    7789,  35442.62,            , 191843.14,            ,
    7790,  35422.91,            , 191834.92,            ,
    7791,  35403.20,            , 191826.70,            ,
    7792,  35383.50,            , 191818.47,            ,
    7793,  35363.82,            , 191810.25,            ,
    7794,  35344.15,            , 191802.03,            ,
    7795,  35324.49,            , 191793.80,            ,
    7796,  35304.84,            , 191785.58,            ,
    7797,  35285.20,            , 191777.36,            ,
    7798,  35265.58,            , 191769.12,            ,
    7799,  35245.98,            , 191760.91,            ,
    7800,  35226.38,            , 191752.69,            ,
    7801,  35206.79,            , 191744.47,            ,
    7802,  35187.21,            , 191736.25,            ,
    7803,  35167.65,            , 191728.05,            ,
    7804,  35148.10,            , 191719.83,            ,
    7805,  35128.56,            , 191711.61,            ,
    7806,  35109.04,            , 191703.41,            ,
    7807,  35089.52,            , 191695.19,            ,
    7808,  35070.02,            , 191686.97,            ,
    7809,  35050.53,            , 191678.77,            ,
    7810,  35031.06,            , 191670.55,            ,
    7811,  35011.59,            , 191662.33,            ,
    7812,  34992.14,            , 191654.12,            ,
    7813,  34972.70,            , 191645.91,            ,
    7814,  34953.27,            , 191637.69,            ,
    7815,  34933.85,            , 191629.48,            ,
    7816,  34914.45,            , 191621.27,            ,
    7817,  34895.05,            , 191613.05,            ,
    7818,  34875.67,            , 191604.84,            ,
    7819,  34856.30,            , 191596.62,            ,
    7820,  34836.94,            , 191588.41,            ,
    7821,  34817.59,            , 191580.20,            ,
    7822,  34798.26,            , 191571.98,            ,
    7823,  34778.94,            , 191563.77,            ,
    7824,  34764.66,            , 191555.56,            ,
    7825,  34747.80,            , 191547.34,            ,
    7826,  34731.13,            , 191539.12,            ,
    7827,  34727.54,            , 191530.92,            ,
    7828,  34732.80,            , 191522.70,            ,
    7829,  34741.72,            , 191514.48,            ,
    7830,  34755.35,            , 191506.28,            ,
    7831,  34783.98,            , 191498.06,            ,
    7832,  34779.29,            , 191489.86,            ,
    7833,  34778.79,            , 191481.64,            ,
    7834,  34827.11,            , 191473.44,            ,
    7835,  34839.44,            , 191465.23,            ,
    7836,  34844.25,            , 191457.02,            ,
    7837,  34850.30,            , 191448.81,            ,
    7838,  34885.52,            , 191440.61,            ,
    7839,  34954.10,            , 191432.39,            ,
    7840,  35045.04,            , 191424.19,            ,
    7841,  35067.04,            , 191415.98,            ,
    7842,  35109.48,            , 191407.77,            ,
    7843,  35141.89,            , 191399.56,            ,
    7844,  35151.09,            , 191391.41,            ,
    7845,  35166.79,            , 191384.62,            ,
    7846,  35181.41,            , 191378.73,            ,
    7847,  35237.34,            , 191378.25,            ,
    7848,  35335.45,            , 191385.59,            ,
    7849,  35428.97,            , 191397.17,            ,
    7850,  35491.81,            , 191409.11,            ,
    7851,  35533.67,            , 191419.38,            ,
    7852,  35551.88,            , 191428.36,            ,
    7853,  35576.64,            , 191441.02,            ,
    7854,  35635.93,            , 191464.91,            ,
    7855,  35729.27,            , 191502.22,            ,
    7856,  35823.40,            , 191536.91,            ,
    7857,  35871.77,            , 191562.44,            ,
    7858,  35911.33,            , 191584.38,            ,
    7859,  35930.26,            , 191598.39,            ,
    7860,  35949.24,            , 191612.52,            ,
    7861,  36070.78,            , 191659.58,            ,
    7862,  36137.53,            , 191702.14,            ,
    7863,  36212.31,            , 191751.16,            ,
    7864,  36265.30,            , 191791.75,            ,
    7865,  36306.45,            , 191825.72,            ,
    7866,  36324.05,            , 191844.25,            ,
    7867,  36348.46,            , 191871.56,            ,
    7868,  36364.67,            , 191894.78,            ,
    7869,  36399.57,            , 191923.03,            ,
    7870,  36445.50,            , 191959.20,            ,
    7871,  36468.39,            , 191982.73,            ,
    7872,  36477.38,            , 191996.22,            ,
    7873,  36492.87,            , 192016.84,            ,
    7874,  36610.46,            , 192107.64,            ,
    7875,  36682.84,            , 192160.20,            ,
    7876,  36726.20,            , 192193.94,            ,
    7877,  36782.75,            , 192239.80,            ,
    7878,  36817.95,            , 192279.56,            ,
    7879,  36848.83,            , 192313.16,            ,
    7880,  36863.11,            , 192333.88,            ,
    7881,  36877.05,            , 192354.33,            ,
    7882,  36929.76,            , 192404.08,            ,
    7883,  36936.38,            , 192418.39,            ,
    7884,  36949.57,            , 192436.09,            ,
    7885,  37028.98,            , 192497.14,            ,
    7886,  37071.80,            , 192537.53,            ,
    7887,  37141.23,            , 192599.19,            ,
    7888,  37269.73,            , 192689.06,            ,
    7889,  37391.11,            , 192777.27,            ,
    7890,  37496.16,            , 192860.72,            ,
    7891,  37577.64,            , 192925.17,            ,
    7892,  37622.89,            , 192971.08,            ,
    7893,  37667.02,            , 193016.61,            ,
    7894,  37710.67,            , 193058.73,            ,
    7895,  37710.53,            , 193069.75,            ,
    7896,  37717.14,            , 193084.69,            ,
    7897,  37784.25,            , 193146.33,            ,
    7898,  37844.85,            , 193204.22,            ,
    7899,  37846.41,            , 193214.31,            ,
    7900,  37853.09,            , 193228.72,            ,
    7901,  37909.86,            , 193286.67,            ,
